Temporada,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
03/04,La Liga,2003-12-21,Betis,Villarreal,1,3,A
03/04,La Liga,2003-12-21,Barcelona,Celta,1,1,D
03/04,La Liga,2003-12-21,Albacete,Ath Bilbao,1,1,D
03/04,La Liga,2003-12-20,Valencia,Sevilla,1,0,H
03/04,La Liga,2003-12-20,Sociedad,Valladolid,1,3,A
03/04,La Liga,2003-12-20,Ath Madrid,Santander,2,2,D
03/04,La Liga,2003-12-14,Real Madrid,La Coruna,2,1,H
03/04,La Liga,2003-12-14,Ath Bilbao,Sevilla,2,1,H
03/04,La Liga,2003-12-14,Betis,Valencia,0,1,A
03/04,La Liga,2003-12-14,Malaga,Mallorca,3,1,H
03/04,La Liga,2003-12-14,Santander,Osasuna,0,0,D
03/04,La Liga,2003-12-14,Valladolid,Murcia,0,0,D
03/04,La Liga,2003-12-14,Zaragoza,Albacete,0,1,A
03/04,La Liga,2003-12-13,Villarreal,Sociedad,2,0,H
03/04,La Liga,2003-12-13,Espanol,Barcelona,1,3,A
03/04,La Liga,2003-12-13,Celta,Ath Madrid,2,2,D
03/04,La Liga,2003-12-07,Albacete,Santander,4,0,H
03/04,La Liga,2003-12-07,Valencia,Ath Bilbao,2,1,H
03/04,La Liga,2003-12-07,Sevilla,Zaragoza,3,2,H
03/04,La Liga,2003-12-07,Murcia,Villarreal,1,1,D
03/04,La Liga,2003-12-07,Mallorca,Valladolid,1,0,H
03/04,La Liga,2003-12-07,Ath Madrid,Espanol,2,0,H
03/04,La Liga,2003-12-06,Osasuna,Celta,3,2,H
03/04,La Liga,2003-12-06,La Coruna,Malaga,1,0,H
03/04,La Liga,2003-12-06,Barcelona,Real Madrid,1,2,A
03/04,La Liga,2003-12-06,Sociedad,Betis,0,4,A
03/04,La Liga,2003-12-04,Zaragoza,Ath Bilbao,2,2,D
03/04,La Liga,2003-12-04,Santander,Sevilla,0,4,A
03/04,La Liga,2003-12-03,Villarreal,Mallorca,0,2,A
03/04,La Liga,2003-12-03,Valladolid,La Coruna,1,1,D
03/04,La Liga,2003-12-03,Real Madrid,Ath Madrid,2,0,H
03/04,La Liga,2003-12-03,Malaga,Barcelona,5,1,H
03/04,La Liga,2003-12-03,Espanol,Osasuna,0,1,A
03/04,La Liga,2003-12-03,Celta,Albacete,2,2,D
03/04,La Liga,2003-12-03,Betis,Murcia,1,1,D
03/04,La Liga,2003-12-02,Sociedad,Valencia,0,0,D
03/04,La Liga,2003-11-30,La Coruna,Villarreal,0,1,A
03/04,La Liga,2003-11-30,Ath Bilbao,Santander,1,2,A
03/04,La Liga,2003-11-30,Barcelona,Valladolid,0,0,D
03/04,La Liga,2003-11-30,Albacete,Espanol,2,1,H
03/04,La Liga,2003-11-30,Mallorca,Betis,2,1,H
03/04,La Liga,2003-11-30,Sevilla,Celta,0,1,A
03/04,La Liga,2003-11-29,Valencia,Zaragoza,3,2,H
03/04,La Liga,2003-11-29,Osasuna,Real Madrid,1,1,D
03/04,La Liga,2003-11-29,Murcia,Sociedad,2,2,D
03/04,La Liga,2003-11-29,Ath Madrid,Malaga,2,0,H
03/04,La Liga,2003-11-23,Celta,Ath Bilbao,0,2,A
03/04,La Liga,2003-11-23,Espanol,Sevilla,1,0,H
03/04,La Liga,2003-11-23,Malaga,Osasuna,0,0,D
03/04,La Liga,2003-11-23,Murcia,Valencia,2,2,D
03/04,La Liga,2003-11-23,Real Madrid,Albacete,2,1,H
03/04,La Liga,2003-11-23,Santander,Zaragoza,1,2,A
03/04,La Liga,2003-11-23,Valladolid,Ath Madrid,3,1,H
03/04,La Liga,2003-11-22,Villarreal,Barcelona,2,1,H
03/04,La Liga,2003-11-22,Sociedad,Mallorca,0,1,A
03/04,La Liga,2003-11-22,Betis,La Coruna,0,0,D
03/04,La Liga,2003-11-09,Mallorca,Murcia,4,1,H
03/04,La Liga,2003-11-09,Albacete,Malaga,0,1,A
03/04,La Liga,2003-11-09,Ath Madrid,Villarreal,1,0,H
03/04,La Liga,2003-11-09,Barcelona,Betis,2,1,H
03/04,La Liga,2003-11-09,Valencia,Santander,1,2,A
03/04,La Liga,2003-11-09,Osasuna,Valladolid,1,1,D
03/04,La Liga,2003-11-09,Sevilla,Real Madrid,4,1,H
03/04,La Liga,2003-11-08,Zaragoza,Celta,1,1,D
03/04,La Liga,2003-11-08,La Coruna,Sociedad,2,1,H
03/04,La Liga,2003-11-08,Ath Bilbao,Espanol,1,0,H
03/04,La Liga,2003-11-02,Villarreal,Osasuna,1,0,H
03/04,La Liga,2003-11-02,Valladolid,Albacete,2,0,H
03/04,La Liga,2003-11-02,Sociedad,Barcelona,3,3,D
03/04,La Liga,2003-11-02,Mallorca,Valencia,0,5,A
03/04,La Liga,2003-11-02,Malaga,Sevilla,2,0,H
03/04,La Liga,2003-11-02,Espanol,Zaragoza,0,2,A
03/04,La Liga,2003-11-02,Betis,Ath Madrid,1,2,A
03/04,La Liga,2003-11-01,Celta,Santander,0,1,A
03/04,La Liga,2003-11-01,Murcia,La Coruna,0,0,D
03/04,La Liga,2003-11-01,Real Madrid,Ath Bilbao,3,0,H
03/04,La Liga,2003-10-30,Ath Madrid,Sociedad,4,0,H
03/04,La Liga,2003-10-29,Valencia,Celta,2,2,D
03/04,La Liga,2003-10-29,Sevilla,Valladolid,1,1,D
03/04,La Liga,2003-10-29,Santander,Espanol,0,1,A
03/04,La Liga,2003-10-29,Osasuna,Betis,2,0,H
03/04,La Liga,2003-10-29,La Coruna,Mallorca,0,2,A
03/04,La Liga,2003-10-29,Barcelona,Murcia,3,0,H
03/04,La Liga,2003-10-29,Ath Bilbao,Malaga,2,1,H
03/04,La Liga,2003-10-29,Albacete,Villarreal,2,0,H
03/04,La Liga,2003-10-28,Zaragoza,Real Madrid,0,0,D
03/04,La Liga,2003-10-26,Murcia,Ath Madrid,1,3,A
03/04,La Liga,2003-10-26,Betis,Albacete,3,2,H
03/04,La Liga,2003-10-26,Espanol,Celta,0,4,A
03/04,La Liga,2003-10-26,Mallorca,Barcelona,1,3,A
03/04,La Liga,2003-10-26,Sociedad,Osasuna,1,0,H
03/04,La Liga,2003-10-26,Valladolid,Ath Bilbao,2,0,H
03/04,La Liga,2003-10-26,Villarreal,Sevilla,3,3,D
03/04,La Liga,2003-10-25,Real Madrid,Santander,3,1,H
03/04,La Liga,2003-10-25,Malaga,Zaragoza,2,1,H
03/04,La Liga,2003-10-25,La Coruna,Valencia,2,1,H
03/04,La Liga,2003-10-19,Zaragoza,Valladolid,1,0,H
03/04,La Liga,2003-10-19,Valencia,Espanol,4,0,H
03/04,La Liga,2003-10-19,Sevilla,Betis,2,2,D
03/04,La Liga,2003-10-19,Santander,Malaga,4,2,H
03/04,La Liga,2003-10-19,Osasuna,Murcia,2,1,H
03/04,La Liga,2003-10-19,Ath Madrid,Mallorca,2,1,H
03/04,La Liga,2003-10-19,Ath Bilbao,Villarreal,2,0,H
03/04,La Liga,2003-10-18,Barcelona,La Coruna,0,2,A
03/04,La Liga,2003-10-18,Albacete,Sociedad,3,1,H
03/04,La Liga,2003-10-18,Celta,Real Madrid,0,2,A
03/04,La Liga,2003-10-05,Valladolid,Santander,0,4,A
03/04,La Liga,2003-10-05,Sociedad,Sevilla,1,1,D
03/04,La Liga,2003-10-05,Real Madrid,Espanol,2,1,H
03/04,La Liga,2003-10-05,Murcia,Albacete,1,0,H
03/04,La Liga,2003-10-05,Mallorca,Osasuna,1,1,D
03/04,La Liga,2003-10-05,Malaga,Celta,2,1,H
03/04,La Liga,2003-10-05,Barcelona,Valencia,0,1,A
03/04,La Liga,2003-10-04,Villarreal,Zaragoza,1,1,D
03/04,La Liga,2003-10-04,La Coruna,Ath Madrid,5,1,H
03/04,La Liga,2003-10-04,Betis,Ath Bilbao,1,1,D
03/04,La Liga,2003-09-28,Santander,Villarreal,0,2,A
03/04,La Liga,2003-09-28,Ath Madrid,Barcelona,0,0,D
03/04,La Liga,2003-09-28,Espanol,Malaga,1,2,A
03/04,La Liga,2003-09-28,Albacete,Mallorca,2,0,H
03/04,La Liga,2003-09-28,Sevilla,Murcia,1,0,H
03/04,La Liga,2003-09-28,Zaragoza,Betis,0,1,A
03/04,La Liga,2003-09-27,Valencia,Real Madrid,2,0,H
03/04,La Liga,2003-09-27,Osasuna,La Coruna,3,2,H
03/04,La Liga,2003-09-27,Celta,Valladolid,3,2,H
03/04,La Liga,2003-09-27,Ath Bilbao,Sociedad,1,0,H
03/04,La Liga,2003-09-21,Mallorca,Sevilla,1,1,D
03/04,La Liga,2003-09-21,Betis,Santander,0,0,D
03/04,La Liga,2003-09-21,La Coruna,Albacete,3,0,H
03/04,La Liga,2003-09-21,Malaga,Real Madrid,1,3,A
03/04,La Liga,2003-09-21,Sociedad,Zaragoza,3,0,H
03/04,La Liga,2003-09-21,Murcia,Ath Bilbao,2,2,D
03/04,La Liga,2003-09-21,Valladolid,Espanol,3,1,H
03/04,La Liga,2003-09-21,Villarreal,Celta,1,1,D
03/04,La Liga,2003-09-20,Barcelona,Osasuna,1,1,D
03/04,La Liga,2003-09-20,Ath Madrid,Valencia,0,3,A
03/04,La Liga,2003-09-14,Espanol,Villarreal,1,2,A
03/04,La Liga,2003-09-14,Albacete,Barcelona,1,2,A
03/04,La Liga,2003-09-14,Ath Bilbao,Mallorca,4,0,H
03/04,La Liga,2003-09-14,Zaragoza,Murcia,3,0,H
03/04,La Liga,2003-09-14,Osasuna,Ath Madrid,1,0,H
03/04,La Liga,2003-09-14,Valencia,Malaga,1,0,H
03/04,La Liga,2003-09-13,Sevilla,La Coruna,1,2,A
03/04,La Liga,2003-09-13,Santander,Sociedad,0,1,A
03/04,La Liga,2003-09-13,Real Madrid,Valladolid,7,2,H
03/04,La Liga,2003-09-13,Celta,Betis,0,2,A
03/04,La Liga,2003-09-03,Valladolid,Malaga,1,0,H
03/04,La Liga,2003-09-03,Murcia,Santander,1,1,D
03/04,La Liga,2003-09-03,Mallorca,Zaragoza,2,0,H
03/04,La Liga,2003-09-03,La Coruna,Ath Bilbao,2,0,H
03/04,La Liga,2003-09-03,Betis,Espanol,2,2,D
03/04,La Liga,2003-09-03,Barcelona,Sevilla,1,1,D
03/04,La Liga,2003-09-03,Ath Madrid,Albacete,1,0,H
03/04,La Liga,2003-09-02,Sociedad,Celta,1,1,D
03/04,La Liga,2003-09-02,Osasuna,Valencia,0,1,A
03/04,La Liga,2003-09-02,Villarreal,Real Madrid,1,1,D
03/04,La Liga,2003-08-31,Zaragoza,La Coruna,0,1,A
03/04,La Liga,2003-08-31,Sevilla,Ath Madrid,1,0,H
03/04,La Liga,2003-08-31,Santander,Mallorca,2,1,H
03/04,La Liga,2003-08-31,Celta,Murcia,1,1,D
03/04,La Liga,2003-08-30,Valencia,Valladolid,1,1,D
03/04,La Liga,2003-08-30,Real Madrid,Betis,2,1,H
03/04,La Liga,2003-08-30,Malaga,Villarreal,0,0,D
03/04,La Liga,2003-08-30,Espanol,Sociedad,1,1,D
03/04,La Liga,2003-08-30,Ath Bilbao,Barcelona,0,1,A
03/04,La Liga,2003-08-30,Albacete,Osasuna,0,2,A
02/03,La Liga,2003-06-22,Villarreal,Betis,1,4,A
02/03,La Liga,2003-06-22,Sociedad,Ath Madrid,3,0,H
02/03,La Liga,2003-06-22,Real Madrid,Ath Bilbao,3,1,H
02/03,La Liga,2003-06-22,Barcelona,Celta,2,0,H
02/03,La Liga,2003-06-21,La Coruna,Espanol,2,1,H
02/03,La Liga,2003-06-21,Alaves,Valladolid,1,1,D
02/03,La Liga,2003-06-21,Mallorca,Malaga,1,0,H
02/03,La Liga,2003-06-21,Sevilla,Valencia,0,3,A
02/03,La Liga,2003-06-21,Rayo Vallecano,Recreativo,0,0,D
02/03,La Liga,2003-06-21,Santander,Osasuna,2,3,A
02/03,La Liga,2003-06-15,Valencia,Barcelona,1,3,A
02/03,La Liga,2003-06-15,Recreativo,Mallorca,1,1,D
02/03,La Liga,2003-06-15,Osasuna,Alaves,4,2,H
02/03,La Liga,2003-06-15,Malaga,Sevilla,3,2,H
02/03,La Liga,2003-06-15,Espanol,Villarreal,2,2,D
02/03,La Liga,2003-06-15,Celta,Sociedad,3,2,H
02/03,La Liga,2003-06-15,Betis,Santander,4,2,H
02/03,La Liga,2003-06-15,Ath Madrid,Real Madrid,0,4,A
02/03,La Liga,2003-06-15,Ath Bilbao,La Coruna,3,2,H
02/03,La Liga,2003-06-14,Valladolid,Rayo Vallecano,2,0,H
02/03,La Liga,2003-06-01,Barcelona,Malaga,2,1,H
02/03,La Liga,2003-06-01,Alaves,Betis,0,1,A
02/03,La Liga,2003-06-01,Valladolid,Osasuna,0,2,A
02/03,La Liga,2003-06-01,Mallorca,Rayo Vallecano,1,1,D
02/03,La Liga,2003-06-01,La Coruna,Ath Madrid,3,2,H
02/03,La Liga,2003-06-01,Villarreal,Ath Bilbao,1,1,D
02/03,La Liga,2003-06-01,Santander,Espanol,5,2,H
02/03,La Liga,2003-06-01,Sociedad,Valencia,1,1,D
02/03,La Liga,2003-06-01,Sevilla,Recreativo,1,0,H
02/03,La Liga,2003-05-31,Real Madrid,Celta,1,1,D
02/03,La Liga,2003-05-25,Recreativo,Barcelona,1,3,A
02/03,La Liga,2003-05-25,Mallorca,Sevilla,1,3,A
02/03,La Liga,2003-05-25,Malaga,Sociedad,0,2,A
02/03,La Liga,2003-05-25,Espanol,Alaves,3,1,H
02/03,La Liga,2003-05-25,Betis,Valladolid,2,2,D
02/03,La Liga,2003-05-24,Celta,La Coruna,3,0,H
02/03,La Liga,2003-05-24,Ath Bilbao,Santander,2,1,H
02/03,La Liga,2003-05-24,Ath Madrid,Villarreal,3,2,H
02/03,La Liga,2003-05-24,Valencia,Real Madrid,1,2,A
02/03,La Liga,2003-05-24,Rayo Vallecano,Osasuna,0,0,D
02/03,La Liga,2003-05-18,Villarreal,Celta,5,0,H
02/03,La Liga,2003-05-18,Valladolid,Espanol,1,1,D
02/03,La Liga,2003-05-18,Sociedad,Recreativo,1,0,H
02/03,La Liga,2003-05-18,Sevilla,Rayo Vallecano,3,3,D
02/03,La Liga,2003-05-18,Real Madrid,Malaga,5,1,H
02/03,La Liga,2003-05-18,Osasuna,Betis,2,1,H
02/03,La Liga,2003-05-18,Barcelona,Mallorca,1,2,A
02/03,La Liga,2003-05-18,Alaves,Ath Bilbao,2,4,A
02/03,La Liga,2003-05-17,Santander,Ath Madrid,0,2,A
02/03,La Liga,2003-05-17,La Coruna,Valencia,1,2,A
02/03,La Liga,2003-05-11,Sevilla,Barcelona,0,0,D
02/03,La Liga,2003-05-11,Mallorca,Sociedad,1,3,A
02/03,La Liga,2003-05-11,Celta,Santander,2,2,D
02/03,La Liga,2003-05-11,Valencia,Villarreal,1,2,A
02/03,La Liga,2003-05-11,Rayo Vallecano,Betis,1,1,D
02/03,La Liga,2003-05-10,Recreativo,Real Madrid,0,0,D
02/03,La Liga,2003-05-10,Malaga,La Coruna,0,2,A
02/03,La Liga,2003-05-10,Espanol,Osasuna,0,0,D
02/03,La Liga,2003-05-10,Ath Madrid,Alaves,0,1,A
02/03,La Liga,2003-05-10,Ath Bilbao,Valladolid,0,0,D
02/03,La Liga,2003-05-04,La Coruna,Recreativo,5,0,H
02/03,La Liga,2003-05-04,Alaves,Celta,0,0,D
02/03,La Liga,2003-05-04,Barcelona,Rayo Vallecano,3,0,H
02/03,La Liga,2003-05-04,Betis,Espanol,1,1,D
02/03,La Liga,2003-05-04,Osasuna,Ath Bilbao,1,5,A
02/03,La Liga,2003-05-04,Santander,Valencia,2,1,H
02/03,La Liga,2003-05-04,Valladolid,Ath Madrid,3,1,H
02/03,La Liga,2003-05-04,Villarreal,Malaga,0,0,D
02/03,La Liga,2003-05-03,Real Madrid,Mallorca,1,5,A
02/03,La Liga,2003-05-03,Sociedad,Sevilla,1,0,H
02/03,La Liga,2003-04-27,Valencia,Alaves,3,0,H
02/03,La Liga,2003-04-27,Sevilla,Real Madrid,1,3,A
02/03,La Liga,2003-04-27,Recreativo,Villarreal,5,0,H
02/03,La Liga,2003-04-27,Mallorca,La Coruna,3,0,H
02/03,La Liga,2003-04-27,Malaga,Santander,2,2,D
02/03,La Liga,2003-04-27,Celta,Valladolid,0,0,D
02/03,La Liga,2003-04-27,Barcelona,Sociedad,2,1,H
02/03,La Liga,2003-04-27,Rayo Vallecano,Espanol,0,3,A
02/03,La Liga,2003-04-26,Ath Madrid,Osasuna,0,1,A
02/03,La Liga,2003-04-26,Ath Bilbao,Betis,3,1,H
02/03,La Liga,2003-04-20,Sociedad,Rayo Vallecano,5,0,H
02/03,La Liga,2003-04-20,Santander,Recreativo,1,0,H
02/03,La Liga,2003-04-20,Osasuna,Celta,0,2,A
02/03,La Liga,2003-04-20,La Coruna,Sevilla,3,1,H
02/03,La Liga,2003-04-20,Espanol,Ath Bilbao,3,3,D
02/03,La Liga,2003-04-20,Betis,Ath Madrid,2,2,D
02/03,La Liga,2003-04-20,Alaves,Malaga,0,1,A
02/03,La Liga,2003-04-19,Real Madrid,Barcelona,1,1,D
02/03,La Liga,2003-04-19,Valladolid,Valencia,1,0,H
02/03,La Liga,2003-04-19,Villarreal,Mallorca,1,1,D
